preferred_name,formula,molecular_weight,amine_class_label,amine_class,amine_detail,amine_substituents,amine_substituent_profile,amine_substituent_count,fluorinated_amine,fluorinated_substituent_count,amine_fluorination_level,unsaturated_amine,cyclic_amine_or_substituent,ring_name,precursor_family,semiconductor_process_roles,semiconductor_relevance_basis,gwp100_ar6,gwp100_ar6_status,gwp100_ar6_source,pfas_flag,persistence_screen,reactive_groups,reactivity_flags,phase_25C_1atm,supply_class,tm_C,tb_C,tc_C,pc_MPa,pvap_25C_kPa,pvap_25C_status,pvap_40C_kPa,pvap_40C_status,pvap_60C_kPa,pvap_60C_status,kinetics_coverage,data_quality,review_required,identity_status,candidate_source,generation_rule,structure_status,candidate_id
generated_tertiary_amine_n-propyl_vinyl_vinyl,C7H13N,111.188,tertiary_amine,tertiary,tertiary_amine,n-propyl; vinyl; vinyl,unsaturated+alkyl,3,no,0,none,yes,no,,,,,,missing,,no,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-74.71055999999999,81.39440000000002,250.85576000000003,4.374902,7.201594039,value_available,15.967175382999999,value_available,41.291007143,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,e5c59418-7727-538d-81d0-653dba0341a5
generated_tertiary_amine_n-propyl_vinyl_fluoromethyl,C6H13FN,118.17500000000001,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; vinyl; fluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-59.56849999999997,94.47750000000002,265.476,4.3155125,4.048700459,value_available,9.156907407999999,value_available,24.248140485,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,4f0dd351-a367-56b7-a5ed-5fe72eb9c35b
generated_tertiary_amine_n-propyl_vinyl_difluoromethyl,C6H12F2N,136.16500000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; vinyl; difluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-29.24229999999997,121.86450000000002,296.8208000000001,4.1625975,1.2720866229999999,value_available,2.9915323739999997,value_available,8.299304024,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,6c46cdd5-c494-5704-9d59-96c46d5f34ac
generated_tertiary_amine_n-propyl_vinyl_fluoroethyl,C7H15FN,132.202,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; vinyl; fluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-40.211239999999975,112.71260000000001,286.79704000000004,4.196283,1.87692173,value_available,4.349840922,value_available,11.858899595,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,6dea648d-bd5f-5dfc-8c60-c12475796266
generated_tertiary_amine_n-propyl_vinyl_difluoroethyl,C7H14F2N,150.192,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; vinyl; difluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_required,-9.885040000000004,140.0996,318.14184,4.043368,0.609107526,value_available,1.467793715,value_available,4.192319674999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,fa319e3d-0d61-5501-a5f9-c1f66c016ef9
generated_tertiary_amine_n-propyl_vinyl_trifluoromethyl,C6H11F3N,154.155,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; vinyl; trifluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_required,1.0839000000000283,149.25150000000002,328.16560000000004,4.0096825,0.41787634500000004,value_available,1.021806485,value_available,2.969853126,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,65b6610b-957e-5171-a348-1822aca8d853
generated_tertiary_amine_n-propyl_vinyl_trifluoroethyl,C7H13F3N,168.18200000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; vinyl; trifluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_required,20.441160000000025,167.4866,349.4866400000001,3.890453,0.20545928900000002,value_available,0.514802545,value_available,1.540452825,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,bd6dd3cc-d610-53dd-85f8-446c5742c810
generated_tertiary_amine_n-propyl_allyl_fluoromethyl,C7H15FN,132.202,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; allyl; fluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-40.211239999999975,112.71260000000001,286.79704000000004,4.196283,1.87692173,value_available,4.349840922,value_available,11.858899595,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,6bbfa765-c5a4-5e15-ae97-48c863d22be3
generated_tertiary_amine_n-propyl_allyl_difluoromethyl,C7H14F2N,150.192,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; allyl; difluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_required,-9.885040000000004,140.0996,318.14184,4.043368,0.609107526,value_available,1.467793715,value_available,4.192319674999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,70954bf3-94aa-5594-9121-757e262ff992
generated_tertiary_amine_n-propyl_allyl_fluoroethyl,C8H17FN,146.22899999999998,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; allyl; fluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_required,-20.85397999999998,130.9477,308.1180800000001,4.0770535,0.8907341,value_available,2.115287131,value_available,5.937200907999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,ac8c8746-ad2f-503c-b4f2-92ca624ec955
generated_tertiary_amine_n-propyl_allyl_difluoroethyl,C8H16F2N,164.219,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; allyl; difluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_required,9.47222000000005,158.3347,339.46288000000004,3.9241385,0.297310182,value_available,0.7341332220000001,value_available,2.15876638,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,b9aa7f88-b9bf-52f0-9681-98f23e5773dc
generated_tertiary_amine_n-propyl_allyl_trifluoromethyl,C7H13F3N,168.18200000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; allyl; trifluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_required,20.441160000000025,167.4866,349.4866400000001,3.890453,0.20545928900000002,value_available,0.514802545,value_available,1.540452825,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,365955bf-9947-5c21-97b0-747c65e6409e
generated_tertiary_amine_n-propyl_allyl_trifluoroethyl,C8H15F3N,182.209,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; allyl; trifluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,solid,solid_or_sublimation_source_review,39.79842000000002,185.7217,370.80768,3.7712235,0.10264329600000001,value_available,0.263535744,value_available,0.811874023,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,a58669a3-f42c-53fa-ae5d-721b990b0b2b
generated_tertiary_amine_n-propyl_cyclopropyl_fluoromethyl,C7H15FN,132.202,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; cyclopropyl; fluoromethyl,fluorinated_alkyl+cyclic_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-40.211239999999975,112.71260000000001,286.79704000000004,4.196283,1.87692173,value_available,4.349840922,value_available,11.858899595,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,3d78d3ae-06fd-5bd3-8857-8deabd91da5f
generated_tertiary_amine_n-propyl_cyclopropyl_difluoromethyl,C7H14F2N,150.192,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; cyclopropyl; difluoromethyl,fluorinated_alkyl+cyclic_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-9.885040000000004,140.0996,318.14184,4.043368,0.609107526,value_available,1.467793715,value_available,4.192319674999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,7efed572-4984-55ee-b98b-2cd1bf8c01b1
generated_tertiary_amine_n-propyl_cyclopropyl_fluoroethyl,C8H17FN,146.22899999999998,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; cyclopropyl; fluoroethyl,fluorinated_alkyl+cyclic_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-20.85397999999998,130.9477,308.1180800000001,4.0770535,0.8907341,value_available,2.115287131,value_available,5.937200907999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,42aefa9e-76fb-5e33-ae66-3f98086cb806
generated_tertiary_amine_n-propyl_cyclopropyl_difluoroethyl,C8H16F2N,164.219,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; cyclopropyl; difluoroethyl,fluorinated_alkyl+cyclic_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,9.47222000000005,158.3347,339.46288000000004,3.9241385,0.297310182,value_available,0.7341332220000001,value_available,2.15876638,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,a3aca0bb-caa6-573e-a398-bc005aa20ddc
generated_tertiary_amine_n-propyl_cyclopropyl_trifluoromethyl,C7H13F3N,168.18200000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; cyclopropyl; trifluoromethyl,fluorinated_alkyl+cyclic_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,20.441160000000025,167.4866,349.4866400000001,3.890453,0.20545928900000002,value_available,0.514802545,value_available,1.540452825,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,658189ff-4a71-5934-9b42-2341be1460c3
generated_tertiary_amine_n-propyl_cyclopropyl_trifluoroethyl,C8H15F3N,182.209,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; cyclopropyl; trifluoroethyl,fluorinated_alkyl+cyclic_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,39.79842000000002,185.7217,370.80768,3.7712235,0.10264329600000001,value_available,0.263535744,value_available,0.811874023,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,78876539-e02c-5f2f-aa69-491d7e020609
generated_tertiary_amine_n-propyl_fluoromethyl_fluoromethyl,C5H13F2N,125.162,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoromethyl; fluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-44.426439999999985,107.56060000000002,280.09623999999997,4.256123,2.3014672540000003,value_available,5.309720883,value_available,14.398045615000001,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,8f7a0805-df05-5b05-999c-38a2f0bee71a
generated_tertiary_amine_n-propyl_fluoromethyl_difluoromethyl,C5H12F3N,143.152,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoromethyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-14.100239999999985,134.94760000000002,311.44104000000004,4.103208,0.738501516,value_available,1.771585548,value_available,5.0328308260000005,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,301f05bb-deb7-5718-8178-113eab91ca7a
generated_tertiary_amine_n-propyl_fluoromethyl_fluoroethyl,C6H15F2N,139.18900000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoromethyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-25.06917999999999,125.79570000000001,301.41728,4.1368935,1.083441307,value_available,2.56133461,value_available,7.15055204,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,9a9c831c-43cd-5fab-9cdc-dcc179aed1fb
generated_tertiary_amine_n-propyl_fluoromethyl_difluoroethyl,C6H14F3N,157.179,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoromethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,5.257020000000011,153.1827,332.76207999999997,3.9839785,0.358053592,value_available,0.880142129,value_available,2.5742126090000004,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,cfc58b56-df9c-5fb8-a7d1-123c90d4d7d9
generated_tertiary_amine_n-propyl_fluoromethyl_trifluoromethyl,C5H11F4N,161.142,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoromethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,16.225960000000043,162.33460000000002,342.78584,3.950293,0.246772646,value_available,0.615533369,value_available,1.8319775839999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,3bc008f3-37f5-57c4-ba9c-1eaf1b956bd1
generated_tertiary_amine_n-propyl_fluoromethyl_trifluoroethyl,C6H13F4N,175.169,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoromethyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,35.58322000000004,180.5697,364.10688000000005,3.8310635,0.122585087,value_available,0.31331866,value_available,0.9600552229999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,3a72e0a0-6874-536f-a9e7-75388ae9ea9a
generated_tertiary_amine_n-propyl_difluoromethyl_difluoromethyl,C5H11F4N,161.142,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; difluoromethyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,16.225960000000043,162.33460000000002,342.78584,3.950293,0.246772646,value_available,0.615533369,value_available,1.8319775839999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,908b0469-48d6-5e1e-9acb-32ccac30a90f
generated_tertiary_amine_n-propyl_difluoromethyl_fluoroethyl,C6H14F3N,157.179,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; difluoromethyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,5.257020000000011,153.1827,332.76207999999997,3.9839785,0.358053592,value_available,0.880142129,value_available,2.5742126090000004,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,3b620820-696a-55c4-941f-750aa3bd12bc
generated_tertiary_amine_n-propyl_difluoromethyl_difluoroethyl,C6H13F4N,175.169,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; difluoromethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,35.58322000000004,180.5697,364.10688000000005,3.8310635,0.122585087,value_available,0.31331866,value_available,0.9600552229999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,e6da4e46-ec05-5e60-8b81-b6dc0cb7fca3
generated_tertiary_amine_n-propyl_difluoromethyl_trifluoromethyl,C5H10F5N,179.132,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; difluoromethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,46.552160000000015,189.72160000000002,374.13063999999997,3.797378,0.085254597,value_available,0.22111399499999998,value_available,0.6894505719999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,038f5f6e-8070-543c-a1e7-cbd66965e900
generated_tertiary_amine_n-propyl_difluoromethyl_trifluoroethyl,C6H12F5N,193.15900000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; difluoromethyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,65.90942000000001,207.9567,395.45168,3.6781485,0.043216872,value_available,0.114853913,value_available,0.368700816,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,0ad3c8bb-f974-534a-aebd-2c42b4e2c90c
generated_tertiary_amine_n-propyl_fluoroethyl_fluoroethyl,C7H17F2N,153.216,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoroethyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-5.711919999999964,144.0308,322.73832000000004,4.017664,0.521045075,value_available,1.262206057,value_available,3.6278131790000003,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,6e4dd293-8778-5136-9f0d-ba62cb13399b
generated_tertiary_amine_n-propyl_fluoroethyl_difluoroethyl,C7H16F3N,171.20600000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoroethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,24.614280000000008,171.4178,354.08312,3.864749,0.176682382,value_available,0.44503283499999996,value_available,1.3400625179999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,3efb9496-a1b8-59ae-b203-81ca528e0974
generated_tertiary_amine_n-propyl_fluoroethyl_trifluoromethyl,C6H13F4N,175.169,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoroethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,35.58322000000004,180.5697,364.10688000000005,3.8310635,0.122585087,value_available,0.31331866,value_available,0.9600552229999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,9d364450-9f50-54a2-8719-7077377b199e
generated_tertiary_amine_n-propyl_fluoroethyl_trifluoroethyl,C7H15F4N,189.19600000000003,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; fluoroethyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,54.940480000000036,198.8048,385.42792,3.711834,0.061797116,value_available,0.161849314,value_available,0.5105781420000001,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,d82eb7ef-f0bf-5e39-9990-8254a666021e
generated_tertiary_amine_n-propyl_difluoroethyl_difluoroethyl,C7H15F4N,189.19600000000003,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; difluoroethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,54.940480000000036,198.8048,385.42792,3.711834,0.061797116,value_available,0.161849314,value_available,0.5105781420000001,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,9b82effc-6f00-5296-9136-8316221befca
generated_tertiary_amine_n-propyl_difluoroethyl_trifluoromethyl,C6H12F5N,193.15900000000002,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; difluoroethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,65.90942000000001,207.9567,395.45168,3.6781485,0.043216872,value_available,0.114853913,value_available,0.368700816,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,6347a80b-30c8-521f-bb8e-c52789e75563
generated_tertiary_amine_n-propyl_trifluoromethyl_trifluoromethyl,C5H9F6N,197.122,tertiary_amine,tertiary,fluorinated_tertiary_amine,n-propyl; trifluoromethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,76.87836000000004,217.10860000000002,405.47544000000005,3.644463,0.030282233000000002,value_available,0.08166391,value_available,0.26676904,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,cafce39b-8f89-5949-a160-526e9ef3235e
generated_tertiary_amine_isopropyl_isopropyl_fluoromethyl,C7H17FN,134.218,tertiary_amine,tertiary,fluorinated_tertiary_amine,isopropyl; isopropyl; fluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-37.42915999999997,115.33340000000004,289.86136,4.179147,1.6839573270000001,value_available,3.916344604,value_available,10.72182647,value_available,not_checked,Partial,True,manual_review_required,template_generation,tertiary_amine,valid,d7d7c493-3bb0-5db9-845f-60d929d7a84b
