preferred_name,formula,molecular_weight,amine_class_label,amine_class,amine_detail,amine_substituents,amine_substituent_profile,amine_substituent_count,fluorinated_amine,fluorinated_substituent_count,amine_fluorination_level,unsaturated_amine,cyclic_amine_or_substituent,ring_name,precursor_family,semiconductor_process_roles,semiconductor_relevance_basis,gwp100_ar6,gwp100_ar6_status,gwp100_ar6_source,pfas_flag,persistence_screen,reactive_groups,reactivity_flags,phase_25C_1atm,supply_class,tm_C,tb_C,tc_C,pc_MPa,pvap_25C_kPa,pvap_25C_status,pvap_40C_kPa,pvap_40C_status,pvap_60C_kPa,pvap_60C_status,kinetics_coverage,data_quality,review_required,identity_status,candidate_source,generation_rule,structure_status,candidate_id
generated_primary_amine_tert-butyl,C4H11N,73.139,primary_amine,primary,primary_amine,tert-butyl,alkyl,1,no,0,none,no,no,,,,,,missing,,no,unknown,Primary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,bubbler_or_direct_liquid_source,-127.21817999999999,31.9307,193.02128000000005,4.6983185,71.671103295,value_available,148.732764334,value_available,355.421375971,value_available,not_checked,Partial,True,manual_review_required,template_generation,primary_amine,valid,6d992d57-5304-5d6c-b443-52e93b9ea4a7
generated_primary_amine_vinyl,C2H5N,43.068999999999996,primary_amine,primary,primary_amine,vinyl,unsaturated,1,no,0,none,yes,no,,,,,,missing,,no,unknown,Primary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,gas,compressed_or_liquefied_gas,-168.71477999999996,-7.16029999999995,147.31488000000002,4.9539135,560.6697003190001,value_available,1104.228542482,value_available,2479.1123214639997,value_available,not_checked,Partial,True,manual_review_required,template_generation,primary_amine,valid,27aa5506-ade3-5707-8d7b-2096db4735a5
generated_primary_amine_allyl,C3H7N,57.096,primary_amine,primary,primary_amine,allyl,unsaturated,1,no,0,none,yes,no,,,,,,missing,,no,unknown,Primary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,gas,compressed_or_liquefied_gas,-149.35751999999997,11.074800000000039,168.63592,4.834684,207.78893384,value_available,419.341972108,value_available,969.274905505,value_available,not_checked,Partial,True,manual_review_required,template_generation,primary_amine,valid,05387769-bd71-5285-889b-3cd96cd11384
generated_primary_amine_cyclopropyl,C3H7N,57.096,primary_amine,primary,primary_amine,cyclopropyl,cyclic_alkyl,1,no,0,none,no,yes,,,,,,missing,,no,unknown,Primary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,gas,compressed_or_liquefied_gas,-149.35751999999997,11.074800000000039,168.63592,4.834684,207.78893384,value_available,419.341972108,value_available,969.274905505,value_available,not_checked,Partial,True,manual_review_required,template_generation,primary_amine,valid,ba530492-cb82-5307-b006-dae9d36352f3
generated_primary_amine_fluoromethyl,CH4FN,49.047999999999995,primary_amine,primary,fluorinated_primary_amine,fluoromethyl,fluorinated_alkyl,1,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Primary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,gas,compressed_or_liquefied_gas,-154.96375999999998,4.6124000000000365,160.40296,4.903092,294.323926366,value_available,590.268849374,value_available,1354.194068093,value_available,not_checked,Partial,True,manual_review_required,template_generation,primary_amine,valid,4419b6e5-68cd-591b-8cfd-3f7001350eb1
generated_primary_amine_difluoromethyl,CH3F2N,67.03800000000001,primary_amine,primary,fluorinated_primary_amine,difluoromethyl,fluorinated_alkyl,1,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Primary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,bubbler_or_direct_liquid_source,-124.63755999999998,31.999400000000037,191.74776000000003,4.750177,71.265517541,value_available,148.609846303,value_available,357.188096945,value_available,not_checked,Partial,True,manual_review_required,template_generation,primary_amine,valid,e04f0cc4-2495-594c-b1c1-e3dc02f57971
generated_primary_amine_trifluoromethyl,CH2F3N,85.028,primary_amine,primary,fluorinated_primary_amine,trifluoromethyl,fluorinated_alkyl,1,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,yes,likely_persistent,Primary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,bubbler_or_direct_liquid_source,-94.31135999999998,59.38640000000004,223.09256000000005,4.597262,19.060061186,value_available,41.327228137999995,value_available,104.06483999999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,primary_amine,valid,dd2ab77b-5a99-5a48-9b68-3feb7a67b4c5
generated_primary_amine_pentafluoroethyl,C2H2F5N,135.035,primary_amine,primary,fluorinated_primary_amine,pentafluoroethyl,fluorinated_alkyl,1,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,yes,likely_persistent,Primary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-14.301699999999983,132.39550000000003,307.1032,4.1722025,0.7972648370000001,value_available,1.91512147,value_available,5.449318216,value_available,not_checked,Partial,True,manual_review_required,template_generation,primary_amine,valid,69a8b543-b46c-5381-a16c-33488592f2d5
generated_secondary_amine_methyl_methyl,C2H7N,45.084999999999994,secondary_amine,secondary,secondary_amine,methyl; methyl,alkyl,2,no,0,none,no,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,gas,compressed_or_liquefied_gas,-165.93269999999998,-4.539499999999975,150.37920000000003,4.9367775,484.1685938,value_available,956.9100193329999,value_available,2157.3727794690003,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,1110b074-ff98-578c-ad8d-79a9fff71b6b
generated_secondary_amine_methyl_ethyl,C3H9N,59.112,secondary_amine,secondary,secondary_amine,methyl; ethyl,alkyl,2,no,0,none,no,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,gas,compressed_or_liquefied_gas,-146.57543999999996,13.695600000000013,171.70024,4.817548,181.075331022,value_available,366.714270936,value_available,851.183712251,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,e8103dbe-15b4-5d0a-b6fa-9b42dd0dbb2a
generated_secondary_amine_methyl_n-propyl,C4H11N,73.139,secondary_amine,secondary,secondary_amine,methyl; n-propyl,alkyl,2,no,0,none,no,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,bubbler_or_direct_liquid_source,-127.21817999999999,31.9307,193.02128000000005,4.6983185,71.671103295,value_available,148.732764334,value_available,355.421375971,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,c978e026-3a49-5130-8379-574fa534daed
generated_secondary_amine_methyl_isopropyl,C4H11N,73.139,secondary_amine,secondary,secondary_amine,methyl; isopropyl,alkyl,2,no,0,none,no,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,bubbler_or_direct_liquid_source,-127.21817999999999,31.9307,193.02128000000005,4.6983185,71.671103295,value_available,148.732764334,value_available,355.421375971,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,fd9849d9-adf6-5460-83ed-966c789737b1
generated_secondary_amine_methyl_n-butyl,C5H13N,87.166,secondary_amine,secondary,secondary_amine,methyl; n-butyl,alkyl,2,no,0,none,no,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,bubbler_or_direct_liquid_source,-107.86091999999996,50.16580000000005,214.34232000000003,4.579089,29.736163563999998,value_available,63.232671872,value_available,155.56784218899998,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,78c88c24-cf43-5868-9cee-5c649c1b1ace
generated_secondary_amine_methyl_tert-butyl,C5H13N,87.166,secondary_amine,secondary,secondary_amine,methyl; tert-butyl,alkyl,2,no,0,none,no,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,bubbler_or_direct_liquid_source,-107.86091999999996,50.16580000000005,214.34232000000003,4.579089,29.736163563999998,value_available,63.232671872,value_available,155.56784218899998,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,77b042e6-07bd-5dfd-b9e1-8e5b35d9e9a2
generated_secondary_amine_methyl_vinyl,C3H7N,57.096000000000004,secondary_amine,secondary,secondary_amine,methyl; vinyl,unsaturated+alkyl,2,no,0,none,yes,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,gas,compressed_or_liquefied_gas,-149.35751999999997,11.074800000000039,168.63592,4.834684,207.78893384,value_available,419.341972108,value_available,969.274905505,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,daf0e410-5eb2-58dd-9e00-561a4e0ba4db
generated_secondary_amine_methyl_allyl,C4H9N,71.12299999999999,secondary_amine,secondary,secondary_amine,methyl; allyl,unsaturated+alkyl,2,no,0,none,yes,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-130.00025999999997,29.309900000000027,189.95696000000004,4.7154545,81.629885465,value_available,168.806490957,value_available,401.70679541000004,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,f06d65c5-29e3-5251-9d5c-b26a94e1dfff
generated_secondary_amine_methyl_cyclopropyl,C4H9N,71.12299999999999,secondary_amine,secondary,secondary_amine,methyl; cyclopropyl,cyclic_alkyl+alkyl,2,no,0,none,no,yes,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,bubbler_or_direct_liquid_source,-130.00025999999997,29.309900000000027,189.95696000000004,4.7154545,81.629885465,value_available,168.806490957,value_available,401.70679541000004,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,4272a4a1-72df-5bfc-ba8c-d1b5899d6cca
generated_secondary_amine_methyl_fluoromethyl,C2H7FN,64.083,secondary_amine,secondary,fluorinated_secondary_amine,methyl; fluoromethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,gas,compressed_or_liquefied_gas,-134.21545999999998,24.15790000000004,183.25616000000002,4.7752945,105.744801024,value_available,217.69009015999998,value_available,515.251816185,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,f1a64e25-d879-50f1-94e5-f215242c260b
generated_secondary_amine_methyl_difluoromethyl,C2H6F2N,82.07300000000001,secondary_amine,secondary,fluorinated_secondary_amine,methyl; difluoromethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,bubbler_or_direct_liquid_source,-103.88925999999998,51.54490000000004,214.60096000000004,4.6223795,27.643926232000002,value_available,59.172947924,value_available,146.731186106,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,c25faa97-d613-5d0b-a1b7-6bf169930afd
generated_secondary_amine_methyl_fluoroethyl,C3H9FN,78.11,secondary_amine,secondary,fluorinated_secondary_amine,methyl; fluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,bubbler_or_direct_liquid_source,-114.85819999999998,42.39300000000003,204.5772,4.656065,42.921717597000004,value_available,90.542141897,value_available,220.634303869,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,010ba994-06a2-5122-be4d-af8e1325a4f2
generated_secondary_amine_methyl_difluoroethyl,C3H8F2N,96.1,secondary_amine,secondary,fluorinated_secondary_amine,methyl; difluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,bubbler_or_direct_liquid_source,-84.53199999999998,69.78000000000003,235.92200000000003,4.50315,11.906948258,value_available,26.116680928999997,value_available,66.67432171099999,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,92bee70f-a004-5299-8631-4f2f4f5c641d
generated_secondary_amine_methyl_trifluoromethyl,C2H5F3N,100.063,secondary_amine,secondary,fluorinated_secondary_amine,methyl; trifluoromethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-73.56305999999998,78.93190000000004,245.94576000000006,4.4694645,7.844318191999999,value_available,17.459127148,value_available,45.356559137,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,a4fba83c-f0df-5e8d-97c3-069a3c50f7bc
generated_secondary_amine_methyl_trifluoroethyl,C3H7F3N,114.09,secondary_amine,secondary,fluorinated_secondary_amine,methyl; trifluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-54.20579999999998,97.16700000000003,267.2668,4.350235,3.539739756,value_available,8.072958053999999,value_available,21.591940225,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,832506fa-f368-559a-b5f9-388ff892d570
generated_secondary_amine_methyl_pentafluoroethyl,C3H5F5N,150.07,secondary_amine,secondary,fluorinated_secondary_amine,methyl; pentafluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,6.446600000000046,151.94100000000003,329.95640000000003,4.044405,0.364943302,value_available,0.89985897,value_available,2.641618662,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,ba31f392-f5d3-56f4-bc1f-d2a12ca1db08
generated_secondary_amine_ethyl_n-propyl,C5H13N,87.166,secondary_amine,secondary,secondary_amine,ethyl; n-propyl,alkyl,2,no,0,none,no,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,bubbler_or_direct_liquid_source,-107.86091999999996,50.16580000000005,214.34232000000003,4.579089,29.736163563999998,value_available,63.232671872,value_available,155.56784218899998,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,3d649b81-0f8f-513e-a485-a4b70b629493
